flight_id,flight_no,airline,date,time,port,status,status_code,flight_type,last_updated
SQ 7988_2026-09-16,SQ 7988,SIA,2026-09-16,17:35,"ANC,LAX",,,departure,2026-09-14T14:20:03+08:00
TH 641_2026-09-16,TH 641,RMY,2026-09-16,17:55,KUL,,,departure,2026-09-14T14:20:03+08:00
RH 317_2026-09-16,RH 317,HKC,2026-09-16,18:00,HAN,,,departure,2026-09-14T14:20:03+08:00
F5 8816_2026-09-16,F5 8816,ATG,2026-09-16,18:00,"DWC,TLV",,,departure,2026-09-14T14:20:03+08:00
RH 9457_2026-09-16,RH 9457,HKC,2026-09-16,18:20,DEL,,,departure,2026-09-14T14:20:03+08:00
7L 1923_2026-09-16,7L 1923,AZG,2026-09-16,18:20,GYD,,,departure,2026-09-14T14:20:03+08:00
LH 8461_2026-09-16,LH 8461,GEC,2026-09-16,18:25,"IST,FRA",,,departure,2026-09-14T14:20:03+08:00
7L 624_2026-09-16,7L 624,AZG,2026-09-16,18:25,GYD,,,departure,2026-09-14T14:20:03+08:00
CV 2029_2026-09-16,CV 2029,CLX,2026-09-16,18:30,"ANC,ORD",,,departure,2026-09-14T14:20:03+08:00
5Y 825_2026-09-16,5Y 825,GTI,2026-09-16,18:35,"ANC,MIA",,,departure,2026-09-14T14:20:03+08:00
CX 3349_2026-09-16,CX 3349,CPA,2026-09-16,18:40,BKK,,,departure,2026-09-14T14:20:03+08:00
CV 245_2026-09-16,CV 245,CLX,2026-09-16,18:50,"ANC,NLU",,,departure,2026-09-14T14:20:03+08:00
5X 063_2026-09-16,5X 063,UPS,2026-09-16,19:05,"ANC,SDF",,,departure,2026-09-14T14:20:03+08:00
CT 161_2026-09-16,CT 161,AAE,2026-09-16,19:20,DWC,,,departure,2026-09-14T14:20:03+08:00
CI 6844_2026-09-16,CI 6844,CAL,2026-09-16,19:20,TPE,,,departure,2026-09-14T14:20:03+08:00
TK 6239_2026-09-16,TK 6239,THY,2026-09-16,19:25,"CIT,IST",,,departure,2026-09-14T14:20:03+08:00
SQ 7861_2026-09-16,SQ 7861,SIA,2026-09-16,19:30,SIN,,,departure,2026-09-14T14:20:03+08:00
MH 6103_2026-09-16,MH 6103,MAS,2026-09-16,19:40,KUL,,,departure,2026-09-14T14:20:03+08:00
AK 8546_2026-09-16,AK 8546,AXM,2026-09-16,19:45,KUL,,,departure,2026-09-14T14:20:03+08:00
FX 5991_2026-09-16,FX 5991,FDX,2026-09-16,19:50,"KIX,OAK",,,departure,2026-09-14T14:20:03+08:00
5X 059_2026-09-16,5X 059,UPS,2026-09-16,19:50,"ANC,ONT",,,departure,2026-09-14T14:20:03+08:00
CX 017_2026-09-16,CX 017,CPA,2026-09-16,20:00,MAA,,,departure,2026-09-14T14:20:03+08:00
CX 090_2026-09-16,CX 090,CPA,2026-09-16,20:50,"ANC,ORD",,,departure,2026-09-14T14:20:03+08:00
CI 5834_2026-09-16,CI 5834,CAL,2026-09-16,21:20,TPE,,,departure,2026-09-14T14:20:03+08:00
RH 351_2026-09-16,RH 351,HKC,2026-09-16,21:20,MNL,,,departure,2026-09-14T14:20:03+08:00
EK 9011_2026-09-16,EK 9011,UAE,2026-09-16,21:25,DWC,,,departure,2026-09-14T14:20:03+08:00
5X 055_2026-09-16,5X 055,UPS,2026-09-16,21:35,"ANC,SDF",,,departure,2026-09-14T14:20:03+08:00
D0 007_2026-09-16,D0 007,DHK,2026-09-16,21:40,"CVG,EMA",,,departure,2026-09-14T14:20:03+08:00
CV 531_2026-09-16,CV 531,CLX,2026-09-16,22:30,"ASB,LUX",,,departure,2026-09-14T14:20:03+08:00
CX 037_2026-09-16,CX 037,CPA,2026-09-16,23:20,"DEL,AMS",,,departure,2026-09-14T14:20:03+08:00
QR 8479_2026-09-16,QR 8479,QTR,2026-09-16,23:35,DOH,,,departure,2026-09-14T14:20:03+08:00
QF 7526_2026-09-16,QF 7526,QFA,2026-09-16,23:55,SYD,,,departure,2026-09-14T14:20:03+08:00
CX 050_2026-09-16,CX 050,CPA,2026-09-16,23:55,PVG,,,departure,2026-09-14T14:20:03+08:00
CX 2062_2026-09-16,CX 2062,CPA,2026-09-16,23:55,CTU,,,departure,2026-09-14T14:20:03+08:00
